online_order,book_table,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),target
1,0,Sarjapur Road,Casual Dining,"South Indian, North Indian, Chinese",400,1,Sarjapur Road,1
1,0,Sarjapur Road,other,Turkish,300,1,Sarjapur Road,1
0,0,Sarjapur Road,Casual Dining,"North Indian, Mughlai, Chinese",750,1,Sarjapur Road,0
1,0,Sarjapur Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food",500,1,Sarjapur Road,1
1,0,Sarjapur Road,Cafe,"Cafe, Rolls, Fast Food",200,1,Sarjapur Road,1
1,1,Sarjapur Road,Casual Dining,"Arabian, Kerala, North Indian, Chinese, BBQ",800,1,Sarjapur Road,1
0,0,Sarjapur Road,"Bar, Casual Dining","North Indian, Chinese",900,1,Sarjapur Road,1
0,0,Sarjapur Road,Cafe,"Cafe, Fast Food, Sandwich, Pizza",700,1,Sarjapur Road,1
0,0,Electronic City,Casual Dining,"North Indian, Chinese, Mughlai",600,1,Sarjapur Road,1
1,0,Sarjapur Road,Casual Dining,"North Indian, Chinese, Andhra",600,1,Sarjapur Road,0
1,0,Sarjapur Road,Casual Dining,"South Indian, North Indian, Chinese",400,1,Sarjapur Road,1
1,0,Sarjapur Road,Casual Dining,"Andhra, Biryani, South Indian, Chinese",500,1,Sarjapur Road,1
1,0,Sarjapur Road,Cafe,"Cafe, Continental, Pizza, Burger, Beverages",600,1,Sarjapur Road,1
1,0,Sarjapur Road,Cafe,"Cafe, Continental, Italian, Salad",800,1,Sarjapur Road,1
1,0,Sarjapur Road,Casual Dining,"North Indian, Kebab, Biryani, Rolls",700,1,Sarjapur Road,0
1,0,Sarjapur Road,Casual Dining,"Biryani, Andhra, North Indian, Chinese",550,1,Sarjapur Road,0
1,0,Sarjapur Road,Casual Dining,Kerala,500,1,Sarjapur Road,1
0,0,Sarjapur Road,Casual Dining,"South Indian, North Indian, Continental, Chinese",600,1,Sarjapur Road,0
1,0,Sarjapur Road,other,"Mithai, Street Food",400,1,Sarjapur Road,1
1,0,Sarjapur Road,Casual Dining,"Continental, North Indian, Chinese, Pizza",1000,1,Sarjapur Road,1
0,0,Sarjapur Road,Casual Dining,"North Indian, South Indian, Chinese",1200,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"Andhra, North Indian, Biryani",350,1,Sarjapur Road,1
1,0,Sarjapur Road,Casual Dining,"North Indian, South Indian, Arabian",600,1,Sarjapur Road,0
0,1,Sarjapur Road,Casual Dining,North Indian,650,1,Sarjapur Road,1
1,0,Sarjapur Road,Casual Dining,"North Indian, Chinese, Bengali",550,1,Sarjapur Road,1
0,1,Sarjapur Road,Lounge,"Continental, Thai, Vietnamese, American, Chinese, North Indian, Finger Food",1900,1,Sarjapur Road,1
1,0,Sarjapur Road,Cafe,"Cafe, Fast Food",900,1,Sarjapur Road,0
1,0,Sarjapur Road,"Bar, Casual Dining","North Indian, South Indian, Chinese, Hyderabadi",700,1,Sarjapur Road,0
1,0,Sarjapur Road,Casual Dining,North Indian,600,1,Sarjapur Road,0
0,0,Sarjapur Road,Cafe,"Cafe, Fast Food",400,1,Sarjapur Road,0
0,0,Sarjapur Road,Casual Dining,"North Indian, Chinese, South Indian",400,1,Sarjapur Road,0
0,0,Sarjapur Road,Casual Dining,"Andhra, Chinese, South Indian, North Indian",600,1,Sarjapur Road,0
1,0,Sarjapur Road,Casual Dining,"North Indian, Chinese",550,1,Sarjapur Road,0
0,0,Sarjapur Road,Beverage Shop,"Beverages, Street Food, North Indian",300,1,Sarjapur Road,1
0,0,Sarjapur Road,Casual Dining,"South Indian, Kerala, North Indian, Chinese",500,1,Sarjapur Road,1
0,0,Sarjapur Road,Casual Dining,"North Indian, Chinese, Kebab, Beverages",550,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"North Indian, Chinese, Rolls",400,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,Biryani,300,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"Kerala, Coffee",150,1,Sarjapur Road,0
0,0,Sarjapur Road,other,"Cafe, Chinese",500,1,Sarjapur Road,0
0,0,Sarjapur Road,Casual Dining,"Kerala, North Indian, Italian, Thai",600,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"South Indian, Chinese",300,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,North Indian,300,1,Sarjapur Road,0
0,0,Sarjapur Road,Casual Dining,"Chinese, Nepalese, Tibetan",500,1,Sarjapur Road,0
0,0,Sarjapur Road,Casual Dining,"North Indian, Biryani",500,1,Sarjapur Road,0
1,0,Sarjapur Road,Casual Dining,"North Indian, Biryani, Chinese",500,1,Sarjapur Road,0
1,0,Sarjapur Road,Casual Dining,"North Indian, South Indian, Kerala, Seafood",450,1,Sarjapur Road,0
0,0,Sarjapur Road,Casual Dining,"Andhra, North Indian",800,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"Mangalorean, North Indian, Chinese",400,1,Sarjapur Road,0
0,0,Sarjapur Road,Casual Dining,"North Indian, Hyderabadi, Chinese, South Indian, Beverages, Desserts",600,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"North Indian, Street Food, Chinese, Fast Food",300,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"North Indian, Fast Food, Street Food",800,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"Biryani, North Indian",300,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"North Indian, Fast Food",250,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"Beverages, Fast Food, Tea",150,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"North Indian, Chinese, Bengali",300,1,Sarjapur Road,1
1,1,Sarjapur Road,Quick Bites,Biryani,500,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"Hyderabadi, Biryani, Andhra",500,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"Burger, Fast Food",500,1,Sarjapur Road,1
0,0,Sarjapur Road,Quick Bites,"Mexican, Fast Food",400,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"Burger, Fast Food",450,1,Sarjapur Road,0
0,0,Sarjapur Road,Dessert Parlor,"Ice Cream, Beverages",200,1,Sarjapur Road,1
0,0,Sarjapur Road,Quick Bites,"Fast Food, Beverages",400,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"Biryani, North Indian",600,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,Street Food,100,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"Biryani, North Indian, Chinese, Fast Food",400,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"South Indian, North Indian, Chinese",400,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,Fast Food,450,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"South Indian, Fast Food, Chinese, North Indian, Street Food",250,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,Biryani,300,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"North Indian, Chinese",250,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"North Indian, Fast Food",450,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"South Indian, North Indian, Chinese",200,1,Sarjapur Road,1
0,0,Sarjapur Road,Quick Bites,"North Indian, Chinese, Fast Food",300,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"Biryani, Rolls",300,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"South Indian, North Indian, Fast Food",500,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"North Indian, Chinese",300,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"Pizza, Fast Food",400,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"Chinese, Momos",600,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"Arabian, Lebanese, Chinese, Rolls, North Indian",500,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"North Indian, Fast Food",250,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"North Indian, Kerala",400,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"North Indian, Chinese, Rolls",300,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,South Indian,200,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"Burger, Fast Food",450,1,Sarjapur Road,1
0,0,Sarjapur Road,Quick Bites,Fast Food,200,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"Biryani, North Indian, Chinese",200,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,North Indian,300,1,Sarjapur Road,1
0,0,Sarjapur Road,Quick Bites,"North Indian, Chinese",500,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,Biryani,250,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"Fast Food, North Indian",350,1,Sarjapur Road,1
0,0,Sarjapur Road,Quick Bites,"Andhra, South Indian",400,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"North Indian, Biryani",300,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,South Indian,150,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"Sandwich, Fast Food, Pizza",350,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"Kerala, Seafood, South Indian, Biryani",400,1,Sarjapur Road,0
1,0,Sarjapur Road,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",400,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"North Indian, South Indian, Chinese",350,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"Chinese, North Indian, Mughlai",300,1,Sarjapur Road,0
1,0,Sarjapur Road,"Bakery, Quick Bites",Bakery,450,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"North Indian, Chinese",500,1,Sarjapur Road,1
0,0,Sarjapur Road,Quick Bites,"North Indian, South Indian, Fast Food, Momos",300,1,Sarjapur Road,1
0,0,Sarjapur Road,Quick Bites,"South Indian, Chettinad",250,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,South Indian,150,1,Sarjapur Road,1
0,0,Sarjapur Road,Quick Bites,American,500,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"North Indian, Chinese, Beverages",400,1,Sarjapur Road,1
0,0,Sarjapur Road,Quick Bites,North Indian,250,1,Sarjapur Road,1
0,0,Sarjapur Road,Quick Bites,Biryani,200,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"North Indian, South Indian, Seafood",500,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"Kerala, South Indian",300,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"Pizza, Italian",600,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"North Indian, Street Food, Mithai",300,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,North Indian,250,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"Street Food, South Indian",150,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"Chinese, Tibetan, Momos",250,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"Chinese, North Indian",500,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"South Indian, Andhra, Biryani",500,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"North Indian, Chinese",200,1,Sarjapur Road,1
1,0,Sarjapur Road,other,"Street Food, Fast Food, Mithai",250,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"North Indian, Chinese",200,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"Biryani, North Indian, Chinese, Kerala",400,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"North Indian, Chinese",300,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,South Indian,350,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"Fast Food, Street Food",200,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"North Indian, Kebab, Fast Food",500,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"Fast Food, Burger",500,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"Biryani, Chinese, North Indian",300,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"Biryani, Chettinad, South Indian, Chinese",600,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"Kerala, South Indian",400,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"Chinese, South Indian",200,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"Fast Food, North Indian",500,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"Fast Food, Beverages",300,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"North Indian, Chinese",500,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,South Indian,200,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"South Indian, Chinese, Kebab",400,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"Chinese, Fast Food, Biryani",300,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"North Indian, Biryani, Desserts",300,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"Chinese, Charcoal Chicken, North Indian",400,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"North Indian, Chinese",300,1,Sarjapur Road,1
0,0,Sarjapur Road,other,"Burger, Sandwich, Beverages, Juices",150,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,Biryani,300,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,South Indian,200,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"Biryani, Chinese, North Indian",400,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"Biryani, Andhra, North Indian",500,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,Biryani,150,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,South Indian,400,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"South Indian, Biryani",150,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"North Indian, Pizza",150,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"Bengali, Chinese, Fast Food, Kebab, North Indian, Oriya, Rolls, Tea",200,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"South Indian, Burger, Fast Food",200,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"South Indian, Chinese",100,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,"Chinese, Biryani, North Indian, Beverages",300,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,Andhra,250,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"Healthy Food, Sandwich, Salad",500,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,"Biryani, Fast Food, Rolls",400,1,Sarjapur Road,0
0,0,Sarjapur Road,Quick Bites,South Indian,300,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"Pizza, Fast Food",750,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"North Indian, Chinese, Biryani",500,1,Sarjapur Road,1
1,0,Sarjapur Road,Quick Bites,Arabian,300,1,Sarjapur Road,1
0,0,Sarjapur Road,Quick Bites,"Fast Food, Rolls, Momos",300,1,Sarjapur Road,1
0,0,Sarjapur Road,Quick Bites,"South Indian, Mughlai",300,1,Sarjapur Road,0
1,0,Sarjapur Road,other,"Desserts, Cafe, Beverages, Burger, Fast Food",300,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,South Indian,200,1,Sarjapur Road,0
0,1,Bellandur,Casual Dining,"North Indian, Mughlai, Mediterranean, Iranian",1000,1,Sarjapur Road,1
1,0,Bellandur,Casual Dining,Modern Indian,1800,1,Sarjapur Road,1
1,0,Bellandur,other,"European, American",1700,1,Sarjapur Road,1
1,1,Bellandur,"Casual Dining, Bar","American, Tex-Mex, Burger, BBQ",1800,1,Sarjapur Road,1
1,1,Bellandur,"Bar, Casual Dining","North Indian, Chinese, Continental, Mexican",1400,1,Sarjapur Road,1
0,1,Bellandur,Casual Dining,"North Indian, South Indian, Continental",1500,1,Sarjapur Road,1
1,0,Bellandur,Casual Dining,"Biryani, Andhra",750,1,Sarjapur Road,1
1,1,Bellandur,Casual Dining,"Continental, North Indian, Beverages",1200,1,Sarjapur Road,1
0,0,Bellandur,Casual Dining,North Indian,800,1,Sarjapur Road,1
0,1,Bellandur,Casual Dining,"Asian, North Indian, South Indian, Momos",2000,1,Sarjapur Road,1
1,0,Bellandur,Casual Dining,North Indian,1200,1,Sarjapur Road,1
1,0,Bellandur,Casual Dining,North Indian,950,1,Sarjapur Road,1
0,1,Marathahalli,Fine Dining,"Spanish, Italian, Mediterranean",2000,1,Sarjapur Road,1
1,0,Bellandur,Beverage Shop,"Beverages, Fast Food",600,1,Sarjapur Road,1
0,1,Marathahalli,Fine Dining,"Continental, North Indian, Japanese, Italian",2500,1,Sarjapur Road,1
0,0,Bellandur,Casual Dining,"Chinese, North Indian",400,1,Sarjapur Road,1
0,0,Bellandur,Casual Dining,North Indian,700,1,Sarjapur Road,1
1,0,Bellandur,Casual Dining,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",600,1,Sarjapur Road,1
1,0,Bellandur,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",750,1,Sarjapur Road,1
1,1,Bellandur,Bar,"Biryani, North Indian",1500,1,Sarjapur Road,1
1,0,Bellandur,Casual Dining,Mangalorean,700,1,Sarjapur Road,1
0,1,Bellandur,Lounge,"North Indian, Mughlai, Mediterranean",1500,1,Sarjapur Road,1
1,1,Bellandur,"Casual Dining, Bar",North Indian,1100,1,Sarjapur Road,1
0,0,Bellandur,Casual Dining,North Indian,1200,1,Sarjapur Road,1
0,0,Bellandur,other,"North Indian, South Indian, Andhra, Cafe",500,1,Sarjapur Road,1
0,0,Bellandur,Casual Dining,"North Indian, Salad, Healthy Food",600,1,Sarjapur Road,1
1,0,Bellandur,Casual Dining,"Biryani, Andhra, North Indian, Chinese",900,1,Sarjapur Road,1
1,0,Bellandur,Cafe,"Cafe, Healthy Food, Salad",400,1,Sarjapur Road,1
1,0,Bellandur,Casual Dining,"Pizza, Italian",500,1,Sarjapur Road,0
1,0,Bellandur,Casual Dining,"North Indian, Biryani, Chinese, Beverages",650,1,Sarjapur Road,1
1,0,Bellandur,Casual Dining,"North Indian, Chinese, Street Food, Fast Food, Mithai",500,1,Sarjapur Road,1
1,1,Bellandur,Casual Dining,"Chinese, North Indian, Salad, Fast Food",1500,1,Sarjapur Road,1
1,0,Bellandur,Casual Dining,"North Indian, Andhra",800,1,Sarjapur Road,0
1,1,Bellandur,Casual Dining,"BBQ, Continental, North Indian, Chinese, Beverages",700,1,Sarjapur Road,1
0,1,Bellandur,"Casual Dining, Bar","Mediterranean, Italian, Mexican",1800,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,"North Indian, Chinese, Rajasthani",450,1,Sarjapur Road,1
0,1,Bellandur,other,"North Indian, Chinese",1400,1,Sarjapur Road,1
1,1,Bellandur,Casual Dining,"Chinese, Asian, Momos",600,1,Sarjapur Road,1
1,0,Bellandur,Cafe,"Cafe, Bakery, Italian",650,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,"North Indian, Chinese",500,1,Sarjapur Road,0
1,0,Bellandur,Quick Bites,North Indian,200,1,Sarjapur Road,1
1,0,Bellandur,Casual Dining,"Arabian, North Indian, Seafood, Chinese, Biryani",800,1,Sarjapur Road,0
1,0,Bellandur,Quick Bites,"South Indian, North Indian, Chinese",300,1,Sarjapur Road,1
1,0,Bellandur,Mess,"Kerala, Biryani, South Indian",300,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,"North Indian, Chinese, Juices",500,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,"North Indian, Chinese",300,1,Sarjapur Road,1
0,0,Bellandur,Mess,"Biryani, South Indian",250,1,Sarjapur Road,0
1,0,Bellandur,Casual Dining,"North Indian, Biryani, Chinese",550,1,Sarjapur Road,1
1,0,Bellandur,other,"Beverages, Fast Food",500,1,Sarjapur Road,0
1,0,Bellandur,Quick Bites,Biryani,400,1,Sarjapur Road,1
0,0,Bellandur,Quick Bites,"Andhra, Biryani",400,1,Sarjapur Road,1
1,0,Bellandur,Casual Dining,"Biryani, Hyderabadi, Chinese, North Indian",800,1,Sarjapur Road,0
1,0,Bellandur,Quick Bites,"Rajasthani, North Indian",300,1,Sarjapur Road,0
0,0,Bellandur,Mess,"Andhra, South Indian",300,1,Sarjapur Road,0
1,0,Bellandur,Casual Dining,"North Indian, Chinese, Biryani",600,1,Sarjapur Road,0
1,0,Bellandur,Casual Dining,"North Indian, Mughlai, Chinese, Arabian, Kerala",500,1,Sarjapur Road,0
1,0,Bellandur,Quick Bites,North Indian,200,1,Sarjapur Road,1
0,0,Bellandur,Casual Dining,"North Indian, Italian, Chinese, Asian",1000,1,Sarjapur Road,0
0,0,Bellandur,Cafe,Cafe,500,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,North Indian,300,1,Sarjapur Road,0
1,0,Bellandur,Quick Bites,"North Indian, Biryani, Fast Food",500,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,North Indian,400,1,Sarjapur Road,0
1,0,Bellandur,Quick Bites,"North Indian, Street Food, Desserts, Chinese",400,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,"South Indian, North Indian, Chinese",300,1,Sarjapur Road,1
1,0,Bellandur,other,"North Indian, Street Food, Mithai",250,1,Sarjapur Road,0
1,0,Bellandur,"Beverage Shop, Quick Bites","Fast Food, Beverages",250,1,Sarjapur Road,1
0,0,Bellandur,Casual Dining,"North Indian, Chinese, Biryani",400,1,Sarjapur Road,0
1,0,Bellandur,other,"Bakery, Desserts",500,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,North Indian,300,1,Sarjapur Road,1
0,0,Bellandur,Casual Dining,"Andhra, Biryani, Chinese, North Indian",600,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,"North Indian, Chinese",400,1,Sarjapur Road,0
0,0,Bellandur,Cafe,"Cafe, Desserts",700,1,Sarjapur Road,1
0,0,Bellandur,Casual Dining,"North Indian, Biryani, Chinese",600,1,Sarjapur Road,1
0,0,Bellandur,Pub,"North Indian, Chinese",1000,1,Sarjapur Road,0
0,1,Marathahalli,Lounge,"European, French, North Indian",2500,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,Kerala,200,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,"South Indian, North Indian, Chinese",400,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,"Burger, Fast Food",500,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,Biryani,200,1,Sarjapur Road,0
1,0,Bellandur,Quick Bites,"Desserts, Ice Cream",250,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,"North Indian, Mughlai, Biryani, Chinese",450,1,Sarjapur Road,0
0,0,Bellandur,Mess,"South Indian, North Indian",300,1,Sarjapur Road,0
0,0,Bellandur,Cafe,Cafe,400,1,Sarjapur Road,1
1,0,Bellandur,other,"Tea, Fast Food, Cafe",400,1,Sarjapur Road,0
0,0,Bellandur,Food Court,North Indian,350,1,Sarjapur Road,0
0,0,Bellandur,Casual Dining,"Andhra, South Indian, Chinese, North Indian",800,1,Sarjapur Road,0
1,0,Bellandur,Casual Dining,"North Indian, Mughlai, Biryani, Chinese",550,1,Sarjapur Road,0
0,0,Bellandur,Food Court,"Fast Food, Rolls",150,1,Sarjapur Road,0
1,0,Bellandur,Quick Bites,"Fast Food, Street Food",350,1,Sarjapur Road,0
0,0,Bellandur,Quick Bites,Fast Food,200,1,Sarjapur Road,1
1,0,Bellandur,Beverage Shop,"Juices, Fast Food",200,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,"North Indian, Chinese, Biryani, South Indian",300,1,Sarjapur Road,1
0,0,Bellandur,Casual Dining,"Chinese, Italian, North Indian",700,1,Sarjapur Road,1
1,0,Bellandur,Cafe,"Cafe, Continental, Tea",500,1,Sarjapur Road,0
0,0,Bellandur,Food Court,"Mexican, Tex-Mex",330,1,Sarjapur Road,0
1,0,Bellandur,Quick Bites,"North Indian, Biryani, South Indian",400,1,Sarjapur Road,1
0,0,Bellandur,Food Court,Continental,1000,1,Sarjapur Road,0
0,0,Bellandur,Casual Dining,"Andhra, Chettinad",700,1,Sarjapur Road,1
1,0,Bellandur,Casual Dining,North Indian,550,1,Sarjapur Road,0
1,0,Bellandur,Quick Bites,Street Food,200,1,Sarjapur Road,0
1,0,Bellandur,Quick Bites,North Indian,300,1,Sarjapur Road,0
1,0,Bellandur,Quick Bites,North Indian,400,1,Sarjapur Road,1
0,0,Bellandur,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600,1,Sarjapur Road,1
0,0,Bellandur,Quick Bites,"Andhra, Biryani",400,1,Sarjapur Road,0
1,0,Sarjapur Road,Quick Bites,"North Indian, Chinese, Biryani",400,1,Sarjapur Road,1
1,0,Bellandur,Casual Dining,"Andhra, Biryani, North Indian",900,1,Sarjapur Road,1
1,0,Bellandur,"Casual Dining, Bar","North Indian, South Indian, Andhra",500,1,Sarjapur Road,1
1,0,Bellandur,Casual Dining,"North Indian, Chinese",500,1,Sarjapur Road,0
1,0,Bellandur,Casual Dining,"North Indian, Chinese, Hyderabadi, Biryani",600,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,"Kerala, Seafood, Biryani, South Indian",350,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,"South Indian, North Indian",300,1,Sarjapur Road,0
1,0,Bellandur,Quick Bites,"Kebab, Biryani",250,1,Sarjapur Road,1
0,0,Bellandur,Casual Dining,"Chinese, South Indian, North Indian, Biryani",700,1,Sarjapur Road,1
0,0,Bellandur,Bakery,Bakery,400,1,Sarjapur Road,1
1,0,Bellandur,Casual Dining,Chinese,800,1,Sarjapur Road,0
1,0,Bellandur,Casual Dining,"Thai, Asian",550,1,Sarjapur Road,0
1,0,Bellandur,Quick Bites,"North Indian, Chinese",400,1,Sarjapur Road,0
1,0,Bellandur,other,"Roast Chicken, Burger",400,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,1,Sarjapur Road,1
0,0,Bellandur,Cafe,Cafe,500,1,Sarjapur Road,1
0,0,Bellandur,Cafe,"Fast Food, Street Food, Beverages",400,1,Sarjapur Road,1
0,0,Bellandur,Casual Dining,North Indian,700,1,Sarjapur Road,0
1,0,Bellandur,Casual Dining,Fast Food,600,1,Sarjapur Road,0
0,0,Bellandur,Quick Bites,"Andhra, North Indian",700,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,Arabian,150,1,Sarjapur Road,0
1,0,Bellandur,Quick Bites,"Healthy Food, Salad",600,1,Sarjapur Road,1
0,0,Bellandur,Quick Bites,Street Food,100,1,Sarjapur Road,1
0,0,Bellandur,Food Court,Chinese,400,1,Sarjapur Road,0
1,0,Bellandur,Quick Bites,South Indian,300,1,Sarjapur Road,1
0,0,Bellandur,Casual Dining,North Indian,450,1,Sarjapur Road,0
0,0,Bellandur,Quick Bites,"Biryani, North Indian",500,1,Sarjapur Road,0
0,0,Bellandur,Quick Bites,"Fast Food, Rolls",100,1,Sarjapur Road,1
1,0,Bellandur,Quick Bites,"Fast Food, Continental, Italian, Rolls, Sandwich",400,1,Sarjapur Road,0
