,online_order,book_table,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),target
16164,1,0,HSR,Quick Bites,"South Indian, Beverages",300,0,HSR,0
16165,1,0,Koramangala 1st Block,Quick Bites,"Bengali, Chinese, Continental, Mughlai, North Indian, Oriya",300,0,HSR,1
16166,1,0,HSR,Casual Dining,"South Indian, Chettinad, Chinese, North Indian, Andhra, Seafood",550,0,HSR,1
16167,1,0,HSR,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750,0,HSR,0
16168,1,0,HSR,Delivery,North Indian,800,0,HSR,0
16169,1,0,HSR,Bakery,"Bakery, Desserts",350,0,HSR,1
16170,1,0,Bellandur,Delivery,Andhra,400,0,HSR,1
16171,0,0,Koramangala 1st Block,"Casual Dining, Bar","North Indian, South Indian, Continental, Chinese",1000,0,HSR,0
16172,0,0,Ejipura,Delivery,"North Indian, Bengali, Chinese",250,0,HSR,0
16173,0,0,Whitefield,Quick Bites,"Cafe, Fast Food, Pizza, Burger, Beverages",200,0,HSR,1
16174,0,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",300,0,HSR,0
16175,0,0,Koramangala 1st Block,Quick Bites,North Indian,300,0,HSR,0
16176,1,0,Electronic City,Casual Dining,"North Indian, Chinese, Arabian, Juices",550,0,HSR,1
16177,0,0,Electronic City,Casual Dining,"Andhra, Chinese, North Indian",450,0,HSR,0
16178,0,0,Koramangala 1st Block,Quick Bites,South Indian,200,0,HSR,0
16179,0,0,other,Delivery,North Indian,250,0,HSR,0
16180,0,0,JP Nagar,"Takeaway, Delivery",Seafood,300,0,HSR,0
16181,0,0,other,Delivery,"Healthy Food, North Indian",300,0,HSR,1
16182,0,0,Koramangala 1st Block,Quick Bites,"North Indian, South Indian",200,0,HSR,0
16183,0,0,other,Delivery,Continental,400,0,HSR,0
16184,1,0,other,Quick Bites,"North Indian, Chinese, Fast Food",350,0,HSR,0
16185,0,0,other,"Takeaway, Delivery",North Indian,200,0,HSR,0
16186,0,0,other,Delivery,"Desserts, Bakery",500,0,HSR,0
16187,0,0,Sarjapur Road,other,"Cafe, Chinese",500,0,HSR,0
16188,0,0,other,Delivery,"South Indian, North Indian",500,0,HSR,0
16189,0,0,other,Quick Bites,Fast Food,250,0,HSR,1
16190,0,0,Sarjapur Road,Delivery,Fast Food,500,0,HSR,0
16191,0,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Biryani",350,0,HSR,0
16192,0,0,Koramangala 1st Block,Quick Bites,Biryani,300,0,HSR,0
16193,0,0,other,Quick Bites,"Andhra, North Indian",400,0,HSR,0
16194,0,0,other,Quick Bites,"Bakery, Kerala",250,0,HSR,0
16195,0,0,Sarjapur Road,Quick Bites,"Chinese, North Indian",500,0,HSR,0
16196,0,0,other,Delivery,"Healthy Food, Juices",300,0,HSR,0
16197,0,0,other,Delivery,"Fast Food, Desserts",200,0,HSR,0
16198,0,0,Electronic City,Casual Dining,"Andhra, North Indian, Chinese",500,0,HSR,0
16199,0,0,other,Quick Bites,Chinese,350,0,HSR,0
16200,0,0,other,Quick Bites,Fast Food,300,0,HSR,0
16201,0,0,Bellandur,Quick Bites,North Indian,400,0,HSR,0
16202,0,0,Koramangala 1st Block,Quick Bites,Fast Food,400,0,HSR,0
16203,0,0,other,Quick Bites,"Fast Food, Beverages",300,0,HSR,0
16204,0,0,Koramangala 1st Block,Quick Bites,"Biryani, Kebab",200,0,HSR,0
16205,0,0,Bellandur,Delivery,"Biryani, North Indian",400,0,HSR,0
16206,0,0,Koramangala 1st Block,Delivery,Fast Food,300,0,HSR,0
16207,0,0,other,"Takeaway, Delivery","Biryani, South Indian",150,0,HSR,0
16208,0,0,Koramangala 1st Block,"Takeaway, Delivery","Healthy Food, North Indian, Chinese",400,0,HSR,0
16209,0,0,other,Quick Bites,"Kerala, North Indian, Chinese",400,0,HSR,0
16210,0,0,Bellandur,Quick Bites,Fast Food,300,0,HSR,0
16211,0,0,Koramangala 1st Block,Quick Bites,"Chinese, North Indian",350,0,HSR,1
16212,0,0,Koramangala 1st Block,Delivery,"Biryani, Chettinad, Kerala, Maharashtrian, North Indian",400,0,HSR,0
16213,0,0,other,Quick Bites,"Mughlai, North Indian",500,0,HSR,0
16214,0,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Kerala",400,0,HSR,0
16215,1,0,other,Quick Bites,"North Indian, Chinese",250,0,HSR,0
16216,0,0,Koramangala 1st Block,"Takeaway, Delivery","North Indian, Rajasthani",500,0,HSR,0
16217,0,0,Koramangala 1st Block,Quick Bites,"Andhra, Chinese, North Indian",600,0,HSR,0
16218,0,0,other,Quick Bites,"Fast Food, Beverages",250,0,HSR,0
16219,0,0,other,other,"Bakery, Cafe",350,0,HSR,0
16220,0,0,Koramangala 1st Block,Quick Bites,Fast Food,200,0,HSR,0
16221,0,0,other,Beverage Shop,Beverages,200,0,HSR,0
16222,1,0,other,Casual Dining,"Andhra, North Indian, Chinese, Biryani, Seafood",550,0,HSR,1
16223,0,0,HSR,Cafe,"Cafe, Burger, Continental, Chinese",500,0,HSR,1
16224,1,0,HSR,"Takeaway, Delivery","South Indian, North Indian, Fast Food, Chinese",300,0,HSR,0
16225,1,0,HSR,Quick Bites,"North Indian, Chinese",500,0,HSR,0
16226,1,0,Koramangala 1st Block,Sweet Shop,Mithai,200,0,HSR,0
16227,1,0,Koramangala 1st Block,"Takeaway, Delivery","North Indian, Chinese",250,0,HSR,1
16228,1,0,Bellandur,"Takeaway, Delivery","North Indian, Biryani",500,0,HSR,0
16229,1,0,HSR,"Takeaway, Delivery",North Indian,400,0,HSR,0
16230,1,0,HSR,Quick Bites,"South Indian, Chinese, North Indian",400,0,HSR,0
16231,0,0,Electronic City,Bakery,Bakery,500,0,HSR,0
16232,1,0,HSR,"Takeaway, Delivery","Chinese, Continental, Seafood, North Indian",550,0,HSR,0
16233,1,0,HSR,"Takeaway, Delivery","Italian, Beverages",400,0,HSR,0
16234,1,0,Koramangala 1st Block,Quick Bites,"Arabian, Biryani, Beverages, Rolls",300,0,HSR,0
16235,1,0,Koramangala 1st Block,Quick Bites,Kerala,200,0,HSR,0
16236,1,0,HSR,Quick Bites,"Fast Food, North Indian",200,0,HSR,1
16237,1,0,HSR,Delivery,"Street Food, Fast Food, Rolls, Desserts",200,0,HSR,1
16238,1,0,HSR,Quick Bites,"Pizza, Burger, Sandwich, Coffee, Desserts, Continental, Salad, Asian",400,0,HSR,1
16239,1,0,HSR,Casual Dining,"South Indian, Biryani, Chinese",550,0,HSR,1
16240,1,0,Sarjapur Road,Casual Dining,"North Indian, Biryani, Chinese",500,0,HSR,0
16241,1,0,Koramangala 1st Block,Bakery,"Bakery, Fast Food",500,0,HSR,1
16242,1,0,HSR,Quick Bites,"Italian, Pizza",450,0,HSR,1
16243,1,1,HSR,Casual Dining,North Indian,1000,0,HSR,1
16244,1,0,Sarjapur Road,Casual Dining,"North Indian, Chinese, Andhra",600,0,HSR,0
16245,1,0,Koramangala 1st Block,Quick Bites,"Salad, Biryani, Chinese, North Indian, Kerala, Desserts, Seafood, South Indian",400,0,HSR,1
16246,1,0,Sarjapur Road,Quick Bites,"Salad, Fast Food",600,0,HSR,1
16247,1,0,HSR,Casual Dining,"Chinese, North Indian",700,0,HSR,1
16248,1,0,Koramangala 1st Block,Quick Bites,North Indian,200,0,HSR,0
16249,1,1,HSR,Casual Dining,"North Indian, Mughlai",1000,0,HSR,1
16250,1,0,HSR,Quick Bites,Biryani,300,0,HSR,1
16251,1,0,Koramangala 1st Block,Cafe,"Cafe, Continental, Burger",600,0,HSR,1
16252,1,0,HSR,Casual Dining,"Kerala, Chinese, Seafood, North Indian",700,0,HSR,0
16253,1,0,HSR,Casual Dining,"North Indian, Chinese, Biryani",550,0,HSR,1
16254,1,0,Sarjapur Road,Bakery,"Bakery, Desserts",300,0,HSR,1
16255,1,0,Koramangala 1st Block,"Bakery, Quick Bites",Bakery,450,0,HSR,1
16256,1,0,HSR,Delivery,"North Indian, Healthy Food",300,0,HSR,1
16257,1,0,HSR,Quick Bites,"South Indian, Fast Food",200,0,HSR,1
16258,1,1,HSR,Casual Dining,"North Indian, Chinese, Street Food",800,0,HSR,1
16259,1,0,HSR,Dessert Parlor,"Ice Cream, Desserts",250,0,HSR,1
16260,1,0,HSR,Bakery,"Bakery, Desserts",300,0,HSR,1
16261,1,0,Bellandur,"Casual Dining, Bar","North Indian, South Indian, Andhra",500,0,HSR,1
16262,1,1,HSR,Casual Dining,"Andhra, Seafood, Biryani",900,0,HSR,1
16263,1,0,HSR,Casual Dining,"North Indian, Chinese",550,0,HSR,0
16264,1,0,HSR,Bakery,"Bakery, Desserts",400,0,HSR,1
16265,1,0,Sarjapur Road,other,"Street Food, Fast Food, Mithai",250,0,HSR,0
16266,1,0,Koramangala 4th Block,"Takeaway, Delivery",Bihari,400,0,HSR,1
16267,1,0,Koramangala 1st Block,Quick Bites,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500,0,HSR,1
16268,1,0,HSR,Casual Dining,"Steak, Continental, Burger, BBQ",1200,0,HSR,1
16269,1,0,Sarjapur Road,Casual Dining,Kerala,500,0,HSR,1
16270,1,0,HSR,Quick Bites,"Pizza, Fast Food",750,0,HSR,0
16271,1,0,HSR,Quick Bites,"Biryani, Italian, BBQ",350,0,HSR,1
16272,1,1,Bellandur,"Bar, Casual Dining","North Indian, Chinese, Continental, Mexican",1400,0,HSR,1
16273,1,1,Koramangala 4th Block,Casual Dining,"North Indian, Chinese, Seafood",1700,0,HSR,1
16274,1,0,Sarjapur Road,Casual Dining,"South Indian, North Indian, Chinese",400,0,HSR,1
16275,1,0,HSR,Beverage Shop,"Tea, Beverages",100,0,HSR,0
16276,1,0,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food",400,0,HSR,0
16277,1,0,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,0,HSR,1
16278,1,1,HSR,Casual Dining,"South Indian, Biryani, North Indian",800,0,HSR,1
16279,1,0,HSR,"Takeaway, Delivery","Biryani, North Indian, Chinese, Andhra",400,0,HSR,0
16280,1,1,HSR,Cafe,"Cafe, Continental, Pizza, Italian, Beverages",950,0,HSR,1
16281,1,0,HSR,Casual Dining,"North Indian, Chinese, Rajasthani",450,0,HSR,1
16282,1,0,Koramangala 1st Block,Quick Bites,"Kerala, Chinese, North Indian",300,0,HSR,1
16283,1,1,HSR,"Casual Dining, Bar","Italian, Mexican, Continental, Pizza",1200,0,HSR,1
16284,1,1,Bellandur,Bar,"Biryani, North Indian",1500,0,HSR,1
16285,1,0,Koramangala 1st Block,Quick Bites,"North Indian, Fast Food, Street Food",300,0,HSR,1
16286,1,0,Frazer Town,Delivery,"American, European, Healthy Food",300,0,HSR,1
16287,1,0,HSR,Casual Dining,"Kerala, North Indian, Chinese, Seafood",550,0,HSR,1
16288,1,0,other,Delivery,"Fast Food, Burger, Desserts, Cafe",300,0,HSR,0
16289,1,0,Koramangala 1st Block,Quick Bites,"Biryani, Kebab",250,0,HSR,1
16290,1,0,HSR,Quick Bites,North Indian,200,0,HSR,0
16291,1,0,HSR,other,"Cafe, Italian, Pizza, Chinese",700,0,HSR,1
16292,1,0,Sarjapur Road,Cafe,"Cafe, Italian, Continental, Burger",600,0,HSR,1
16293,1,0,Bellandur,Quick Bites,Street Food,200,0,HSR,0
16294,1,0,Bellandur,Quick Bites,North Indian,400,0,HSR,0
16295,1,0,Bellandur,Quick Bites,"North Indian, Chinese, Biryani, South Indian",300,0,HSR,1
16296,1,0,HSR,Casual Dining,"Andhra, Chinese, North Indian, Hyderabadi",600,0,HSR,1
16297,1,0,other,Casual Dining,Andhra,800,0,HSR,1
16298,1,0,Bellandur,Quick Bites,"North Indian, Chinese",300,0,HSR,1
16299,1,0,HSR,Quick Bites,"Street Food, North Indian",300,0,HSR,0
16300,1,0,Koramangala 4th Block,Cafe,"Cafe, Desserts",700,0,HSR,1
16301,1,1,HSR,Quick Bites,"Street Food, Beverages, South Indian, North Indian, Ice Cream, Mithai, Rajasthani",300,0,HSR,1
16302,1,1,HSR,other,"North Indian, Continental",900,0,HSR,1
16303,1,0,HSR,Quick Bites,"American, Continental",200,0,HSR,0
16304,1,0,Bellandur,Quick Bites,"Biryani, North Indian",400,0,HSR,1
16305,1,0,Koramangala 1st Block,Delivery,"North Indian, BBQ, Biryani, Kebab",450,0,HSR,1
16306,1,0,Bellandur,Quick Bites,North Indian,200,0,HSR,0
16307,1,0,HSR,Casual Dining,"Chinese, Thai",850,0,HSR,1
16308,1,0,HSR,Quick Bites,North Indian,150,0,HSR,1
16309,1,0,Sarjapur Road,Casual Dining,"Tamil, South Indian, North Indian, Chinese",200,0,HSR,1
16310,1,0,HSR,Quick Bites,"North Indian, Chinese, Juices",500,0,HSR,1
16311,1,1,Koramangala 4th Block,Casual Dining,"Mughlai, North Indian, Turkish, Afghan",750,0,HSR,1
16312,1,0,HSR,Casual Dining,North Indian,650,0,HSR,1
16313,1,0,Bellandur,Quick Bites,"Fast Food, Street Food",350,0,HSR,0
16314,1,0,HSR,Casual Dining,"Andhra, Biryani, South Indian, Chinese",500,0,HSR,1
16315,1,0,Sarjapur Road,Delivery,"North Indian, Chinese, Momos",450,0,HSR,1
16316,1,0,HSR,Quick Bites,"Arabian, BBQ, Rolls, Lebanese",500,0,HSR,1
16317,1,0,Koramangala 1st Block,Sweet Shop,"Mithai, Desserts",100,0,HSR,1
16318,1,0,Bellandur,Quick Bites,North Indian,300,0,HSR,1
16319,1,0,Koramangala 1st Block,Casual Dining,"North Indian, Fast Food, Street Food",800,0,HSR,1
16320,1,0,BTM,Delivery,"Andhra, South Indian, North Indian, Biryani",400,0,HSR,1
16321,1,0,HSR,Delivery,"North Indian, Chinese",600,0,HSR,0
16322,1,0,HSR,Quick Bites,"North Indian, Mughlai, Biryani",400,0,HSR,1
16323,1,0,other,other,"North Indian, Hyderabadi, Chinese",650,0,HSR,0
16324,1,0,Bellandur,Casual Dining,"North Indian, Chinese",500,0,HSR,0
16325,1,0,HSR,Dessert Parlor,Ice Cream,100,0,HSR,1
16326,1,0,HSR,Casual Dining,"Chinese, Thai, Momos",500,0,HSR,1
16327,1,0,Sarjapur Road,Casual Dining,"Arabian, North Indian, Chinese, Kerala, Seafood, Biryani",800,0,HSR,0
16328,1,0,Sarjapur Road,Quick Bites,"Burger, Fast Food",450,0,HSR,1
16329,1,0,HSR,Quick Bites,South Indian,200,0,HSR,1
16330,1,0,HSR,Quick Bites,"South Indian, Andhra",500,0,HSR,0
16331,1,0,other,Quick Bites,"Chinese, North Indian",500,0,HSR,1
16332,1,1,HSR,Casual Dining,"Japanese, North Indian, Italian, Korean, Mexican, Thai",1800,0,HSR,1
16333,1,0,HSR,Quick Bites,"Andhra, North Indian",500,0,HSR,1
16334,1,0,HSR,Quick Bites,North Indian,250,0,HSR,0
16335,1,0,BTM,Casual Dining,"North Indian, Chinese, Arabian",700,0,HSR,1
16336,1,0,HSR,Quick Bites,"Juices, Ice Cream",200,0,HSR,1
16337,1,1,Sarjapur Road,Casual Dining,"Italian, Pizza",1500,0,HSR,1
16338,1,0,Koramangala 6th Block,Beverage Shop,Juices,100,0,HSR,1
16339,1,0,Sarjapur Road,Dessert Parlor,Desserts,300,0,HSR,0
16340,1,0,Bellandur,Quick Bites,"North Indian, Chinese",600,0,HSR,0
16341,1,0,Bellandur,Dessert Parlor,"Ice Cream, Desserts",300,0,HSR,1
16342,1,0,Sarjapur Road,Quick Bites,"Biryani, Fast Food, Rolls",400,0,HSR,0
16343,1,0,HSR,Quick Bites,South Indian,150,0,HSR,1
16344,1,0,HSR,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250,0,HSR,1
16345,1,0,other,Casual Dining,"Chinese, North Indian, South Indian",400,0,HSR,1
16346,1,0,HSR,Quick Bites,"Biryani, North Indian, Chinese, Andhra",300,0,HSR,0
16347,1,0,HSR,Casual Dining,"North Indian, Chinese, Mughlai",500,0,HSR,1
16348,1,0,Sarjapur Road,Quick Bites,"North Indian, Chinese",300,0,HSR,1
16349,1,0,Sarjapur Road,Quick Bites,North Indian,300,0,HSR,1
16350,1,0,Koramangala 4th Block,Cafe,"Cafe, Italian, Pizza",450,0,HSR,1
16351,1,0,other,Quick Bites,"North Indian, Chinese",250,0,HSR,0
16352,1,0,HSR,Casual Dining,"Mughlai, North Indian, Andhra",600,0,HSR,1
16353,1,0,Koramangala 4th Block,Dessert Parlor,"Desserts, Beverages",450,0,HSR,1
16354,1,0,Bellandur,Delivery,"Australian, Continental",400,0,HSR,1
16355,1,0,Bellandur,Casual Dining,North Indian,800,0,HSR,0
16356,1,0,Sarjapur Road,Delivery,"North Indian, Biryani",450,0,HSR,1
16357,1,0,HSR,Quick Bites,"North Indian, Chinese",400,0,HSR,0
16358,1,1,HSR,Casual Dining,"North Indian, Chinese, South Indian, Continental",700,0,HSR,1
16359,1,0,Bellandur,Quick Bites,North Indian,200,0,HSR,1
16360,1,0,HSR,Casual Dining,"Continental, Asian, Chinese, Italian, North Indian",600,0,HSR,1
16361,1,0,HSR,Cafe,"Cafe, Italian, Continental, European, Biryani, Chinese",650,0,HSR,0
16362,1,0,HSR,Bakery,"Bakery, Desserts",400,0,HSR,1
16363,1,0,Bellandur,Quick Bites,"North Indian, South Indian, Italian, Chinese, Fast Food",400,0,HSR,1
16364,1,0,HSR,"Takeaway, Delivery","Healthy Food, Beverages, Salad",500,0,HSR,0
16365,1,0,HSR,Quick Bites,North Indian,300,0,HSR,1
16366,1,0,Sarjapur Road,Delivery,"Tea, Beverages",200,0,HSR,0
16367,1,0,HSR,"Takeaway, Delivery",North Indian,300,0,HSR,0
16368,1,0,HSR,other,"Bakery, Desserts, Italian, North Indian, Fast Food",350,0,HSR,1
16369,1,0,HSR,Quick Bites,Pizza,800,0,HSR,1
16370,1,0,HSR,Quick Bites,North Indian,400,0,HSR,0
16371,1,1,HSR,Cafe,"Cafe, North Indian, Fast Food",500,0,HSR,1
16372,1,0,HSR,Quick Bites,"Fast Food, Burger",500,0,HSR,1
16373,1,0,BTM,Quick Bites,Biryani,300,0,HSR,0
16374,1,0,Koramangala 1st Block,Casual Dining,"Kerala, Chinese",700,0,HSR,1
16375,1,0,Koramangala 1st Block,Cafe,Cafe,500,0,HSR,1
16376,1,0,HSR,Mess,South Indian,250,0,HSR,0
16377,1,0,HSR,Quick Bites,Fast Food,250,0,HSR,1
16378,1,0,HSR,Dessert Parlor,Desserts,300,0,HSR,1
16379,1,0,Bellandur,Casual Dining,Chinese,800,0,HSR,0
16380,1,0,HSR,Delivery,"American, Sandwich",600,0,HSR,1
16381,1,0,HSR,"Beverage Shop, Quick Bites","Beverages, Fast Food",400,0,HSR,1
16382,1,0,Koramangala 1st Block,Quick Bites,Chinese,300,0,HSR,1
16383,1,0,Koramangala 1st Block,Quick Bites,"Italian, Fast Food",400,0,HSR,0
16384,1,1,HSR,Casual Dining,"North Indian, Mughlai, Chinese, South Indian",900,0,HSR,1
16385,1,0,HSR,Casual Dining,"South Indian, Street Food, Fast Food, Desserts, Beverages",400,0,HSR,0
16386,1,0,Koramangala 1st Block,Quick Bites,Fast Food,100,0,HSR,0
16387,1,0,Koramangala 1st Block,Quick Bites,"Beverages, Fast Food",250,0,HSR,1
16388,1,0,HSR,Quick Bites,"North Indian, Chinese, Fast Food",400,0,HSR,1
16389,1,0,HSR,other,"Bakery, Desserts, Sandwich",400,0,HSR,0
16390,1,0,Koramangala 1st Block,Quick Bites,Kerala,300,0,HSR,1
16391,1,0,Bellandur,Quick Bites,South Indian,300,0,HSR,1
16392,1,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",200,0,HSR,1
16393,1,0,Bellandur,Casual Dining,"Andhra, Biryani, Chinese, North Indian",600,0,HSR,1
16394,1,0,HSR,Quick Bites,"Biryani, Andhra",500,0,HSR,0
16395,0,0,HSR,Quick Bites,"Street Food, Burger, Fast Food",150,0,HSR,1
16396,1,0,Koramangala 4th Block,Delivery,Desserts,250,0,HSR,0
16397,1,0,HSR,Delivery,"North Indian, Mughlai",600,0,HSR,0
16398,1,0,HSR,"Beverage Shop, Quick Bites","Beverages, Street Food, North Indian",300,0,HSR,1
16399,1,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",350,0,HSR,1
16400,1,0,Sarjapur Road,Dessert Parlor,"Desserts, Ice Cream",150,0,HSR,1
16401,1,0,Bellandur,"Takeaway, Delivery","Biryani, North Indian, Kebab",600,0,HSR,0
16402,1,1,HSR,other,"Cafe, Continental, Salad, Italian",1300,0,HSR,1
16403,1,0,Sarjapur Road,Quick Bites,"Chinese, Momos",600,0,HSR,0
16404,1,0,HSR,Dessert Parlor,Ice Cream,150,0,HSR,0
16405,1,0,Sarjapur Road,Delivery,North Indian,350,0,HSR,0
16406,0,0,other,Quick Bites,"Fast Food, North Indian, South Indian, Chinese",300,0,HSR,0
16407,1,1,HSR,other,"Cafe, Continental, Beverages, Desserts",700,0,HSR,1
16408,1,0,Koramangala 1st Block,"Takeaway, Delivery","North Indian, Fast Food",450,0,HSR,0
16409,1,0,HSR,Casual Dining,South Indian,700,0,HSR,0
16410,1,1,HSR,Casual Dining,"North Indian, Chinese",800,0,HSR,1
16411,1,0,HSR,Quick Bites,South Indian,150,0,HSR,1
16412,1,0,HSR,Quick Bites,"Street Food, Gujarati",300,0,HSR,0
16413,1,0,HSR,Casual Dining,North Indian,450,0,HSR,0
16414,1,0,HSR,Cafe,Cafe,400,0,HSR,0
16415,0,0,HSR,Beverage Shop,Beverages,100,0,HSR,0
16416,1,0,other,Bakery,Bakery,400,0,HSR,0
16417,1,0,HSR,other,"Beverages, Fast Food",300,0,HSR,1
16418,1,0,HSR,Dessert Parlor,"Ice Cream, Desserts",500,0,HSR,1
16419,1,0,Koramangala 1st Block,Quick Bites,North Indian,500,0,HSR,0
16420,1,0,Koramangala 1st Block,Quick Bites,"Tea, Fast Food",150,0,HSR,0
16421,1,0,HSR,Quick Bites,"Kerala, South Indian, Fast Food",400,0,HSR,0
16422,0,0,Koramangala 4th Block,Quick Bites,"Street Food, Sandwich, Beverages",250,0,HSR,0
16423,1,0,HSR,Quick Bites,"Arabian, North Indian",400,0,HSR,1
16424,1,0,HSR,Delivery,North Indian,500,0,HSR,0
16425,1,0,Koramangala 1st Block,Delivery,Continental,400,0,HSR,0
16426,1,0,HSR,Quick Bites,South Indian,400,0,HSR,1
16427,1,0,HSR,Quick Bites,South Indian,200,0,HSR,0
16428,1,0,Sarjapur Road,Bakery,"Bakery, Desserts",500,0,HSR,1
16429,1,0,HSR,Quick Bites,"Chinese, Seafood",400,0,HSR,0
16430,1,0,HSR,Quick Bites,"Desserts, Beverages",100,0,HSR,0
16431,1,0,other,Delivery,Biryani,400,0,HSR,0
16432,1,0,other,Sweet Shop,Mithai,250,0,HSR,0
16433,1,0,HSR,other,Desserts,300,0,HSR,1
16434,1,0,HSR,Casual Dining,"Italian, Mediterranean, European, Sandwich",700,0,HSR,1
16435,1,0,HSR,Dessert Parlor,"Desserts, Beverages",350,0,HSR,1
16436,1,0,Koramangala 1st Block,Bakery,"Bakery, Desserts",500,0,HSR,1
16437,1,0,HSR,"Takeaway, Delivery","Continental, North Indian",400,0,HSR,0
16438,1,0,Bellandur,Cafe,"Cafe, Healthy Food, Salad",400,0,HSR,1
16439,1,0,HSR,Casual Dining,"North Indian, Kerala, Chinese",750,0,HSR,1
16440,1,0,Koramangala 1st Block,"Takeaway, Delivery","Seafood, Salad, North Indian, Biryani, Chinese",500,0,HSR,1
16441,1,0,Koramangala 4th Block,Bakery,"Bakery, Desserts",300,0,HSR,1
16442,1,0,Koramangala 1st Block,Quick Bites,"North Indian, Arabian, South Indian, Chinese",500,0,HSR,0
16443,1,0,Sarjapur Road,Quick Bites,"Fast Food, Beverages, Ice Cream, Juices, Sandwich",150,0,HSR,1
16444,1,0,HSR,"Takeaway, Delivery","North Indian, Fast Food",150,0,HSR,0
16445,1,0,Sarjapur Road,Quick Bites,"Pizza, Italian",600,0,HSR,0
16446,1,0,HSR,Cafe,"Cafe, Chinese, Continental",500,0,HSR,1
16447,1,0,Bellandur,Quick Bites,"Andhra, North Indian",700,0,HSR,1
16448,1,0,Bellandur,Casual Dining,"Thai, Asian",550,0,HSR,0
16449,1,0,Bellandur,Delivery,"North Indian, Chinese, Rajasthani",450,0,HSR,1
16450,0,0,Marathahalli,Casual Dining,"North Indian, Chinese",400,0,HSR,0
16451,1,0,Sarjapur Road,Beverage Shop,"Beverages, Juices, Ice Cream, Sandwich",200,0,HSR,1
16452,1,0,HSR,Quick Bites,"Fast Food, Beverages",400,0,HSR,1
16453,1,0,Bellandur,Quick Bites,"North Indian, Chinese",400,0,HSR,0
16454,1,0,HSR,Quick Bites,"Chinese, Momos",300,0,HSR,1
16455,1,0,Bellandur,Beverage Shop,"Juices, Fast Food",200,0,HSR,1
16456,0,0,Koramangala 4th Block,Delivery,"North Indian, Biryani",600,0,HSR,0
16457,1,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",300,0,HSR,0
16458,0,0,Sarjapur Road,Quick Bites,"Fast Food, Beverages",300,0,HSR,0
16459,1,0,HSR,Quick Bites,"North Indian, Mughlai, Chinese",500,0,HSR,0
16460,1,0,Koramangala 4th Block,Quick Bites,"Healthy Food, Sandwich, Salad",200,0,HSR,1
16461,1,0,Sarjapur Road,Beverage Shop,"Beverages, Fast Food",400,0,HSR,1
16462,1,0,Sarjapur Road,Quick Bites,"North Indian, Chinese, Biryani",500,0,HSR,1
16463,1,0,other,Quick Bites,"North Indian, Biryani, Chinese",300,0,HSR,0
16464,1,0,HSR,Quick Bites,"North Indian, Chinese, Street Food",300,0,HSR,1
16465,1,0,HSR,Quick Bites,"Fast Food, North Indian",200,0,HSR,0
16466,1,0,HSR,Delivery,Beverages,300,0,HSR,0
16467,1,0,HSR,Quick Bites,North Indian,400,0,HSR,1
16468,1,0,Bellandur,Quick Bites,"Kerala, Beverages",150,0,HSR,0
16469,1,0,Koramangala 1st Block,Quick Bites,"North Indian, South Indian, Bengali",350,0,HSR,0
16470,1,0,Koramangala 1st Block,Casual Dining,North Indian,400,0,HSR,1
16471,1,0,HSR,other,"Desserts, Bakery",200,0,HSR,1
16472,1,0,Koramangala 1st Block,Bakery,"Bakery, Desserts",200,0,HSR,0
16473,0,0,HSR,Quick Bites,"North Indian, Chinese",450,0,HSR,0
16474,1,0,Koramangala 4th Block,Delivery,"Beverages, Juices, Healthy Food",200,0,HSR,1
16475,0,0,HSR,Quick Bites,"South Indian, North Indian",200,0,HSR,0
16476,1,0,Koramangala 1st Block,Casual Dining,"North Indian, Mughlai, Biryani",600,0,HSR,0
16477,1,0,Koramangala 4th Block,Casual Dining,"Continental, Steak, Chinese, Salad, Desserts, Seafood, Italian",800,0,HSR,1
16478,1,0,Sarjapur Road,Quick Bites,"North Indian, Kebab, Fast Food",500,0,HSR,0
16479,1,0,HSR,Casual Dining,"Andhra, North Indian, Chinese",700,0,HSR,1
16480,1,0,HSR,Casual Dining,"North Indian, Chinese, Mughlai",800,0,HSR,0
16481,1,0,HSR,Quick Bites,"South Indian, Fast Food, Chinese, North Indian, Street Food",250,0,HSR,1
16482,1,0,Bellandur,Quick Bites,"Chinese, Biryani",250,0,HSR,1
16483,1,0,Bellandur,Dessert Parlor,"Desserts, Bakery",600,0,HSR,1
16484,1,0,HSR,Dessert Parlor,"Desserts, Beverages",500,0,HSR,1
16485,1,1,Bellandur,"Casual Dining, Bar",North Indian,1100,0,HSR,1
16486,1,1,Electronic City,Casual Dining,"North Indian, Chinese, Continental, Mangalorean",900,0,HSR,0
16487,1,0,Bellandur,Quick Bites,Fast Food,200,0,HSR,1
